YEAR,FAC_NO,FAC_NAME,BEG_DATE,END_DATE,COUNTY_NAME,TYPE_CNTRL,PATIENT_DAYS,PRDHR_MGT,PRDHR_RN,PRDHR_LVN,PRDHR_NA,PRDHR_TSP,PRDHR_PSY,PRDHR_OTH
2013,206090983,THE PINES AT PLACERVILLE HEALTHCARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,El Dorado,Investor Owned,29736,2827,9554,22289,74026,0,0,0
2012,206090983,THE PINES AT PLACERVILLE HEALTHCARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,El Dorado,Investor Owned,28538,2317,9516,22078,64681,0,0,0
2011,206090983,THE PINES AT PLACERVILLE HEALTHCARE CENTER,06/07/2011 12:00:00 AM,12/31/2011 12:00:00 AM,El Dorado,Investor Owned,15796,564,8521,10063,33003,0,0,0
2015,206092347,GOLD COUNTRY HEALTH CENTER,10/01/2014 12:00:00 AM,09/30/2015 12:00:00 AM,El Dorado,Not-for-Profit,23585,1776,5846,18841,96845,0,0,1990
2014,206092347,GOLD COUNTRY HEALTH CENTER,10/01/2013 12:00:00 AM,09/30/2014 12:00:00 AM,El Dorado,Not-for-Profit,23134,1840,7071,20907,97271,0,0,0
2013,206092347,GOLD COUNTRY HEALTH CENTER,10/01/2012 12:00:00 AM,09/30/2013 12:00:00 AM,El Dorado,Not-for-Profit,22221,1768,8441,19176,90607,0,0,0
2012,206092347,GOLD COUNTRY HEALTH CENTER,10/01/2011 12:00:00 AM,09/30/2012 12:00:00 AM,El Dorado,Not-for-Profit,23089,1848,7317,19530,91298,0,0,0
2011,206092347,GOLD COUNTRY HEALTH CENTER,10/01/2010 12:00:00 AM,09/30/2011 12:00:00 AM,El Dorado,Not-for-Profit,23268,1752,4767,19832,69837,0,0,0
2015,206100684,BETHEL LUTHERAN HOME,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Fresno,Not-for-Profit,19844,2066,2377,18272,57156,0,0,0
2014,206100684,BETHEL LUTHERAN HOME,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Fresno,Not-for-Profit,20198,2088,2836,18826,58625,0,0,0
2013,206100684,BETHEL LUTHERAN HOME,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Fresno,Not-for-Profit,17016,2032,2077,19243,54515,0,0,0
2012,206100684,BETHEL LUTHERAN HOME,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Fresno,Not-for-Profit,19947,2050,2079,17858,57297,0,0,0
2011,206100684,BETHEL LUTHERAN HOME,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Fresno,Not-for-Profit,19758,2044,1548,18048,56455,0,0,0
2015,206100685,GOLDEN LIVINGCENTER - FRESNO,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Fresno,Investor Owned,71956,6743,33846,50208,169472,0,0,0
2014,206100685,GOLDEN LIVINGCENTER - FRESNO,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Fresno,Investor Owned,71671,5448,45833,39616,164712,0,0,0
2013,206100685,GOLDEN LIVINGCENTER - FRESNO,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Fresno,Investor Owned,68066,7364,44805,34833,157212,0,0,0
2012,206100685,GOLDEN LIVINGCENTER - FRESNO,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Fresno,Investor Owned,67709,4903,37209,40929,157493,0,0,0
2011,206100685,GOLDEN LIVINGCENTER - FRESNO,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Fresno,Investor Owned,69636,9967,37074,42719,158482,0,0,0
2015,206100689,CALIFORNIA HOME FOR THE AGED,06/01/2014 12:00:00 AM,05/31/2015 12:00:00 AM,Fresno,Not-for-Profit,42043,4038,13368,32108,106553,3873,0,1909
2014,206100689,CALIFORNIA HOME FOR THE AGED,06/01/2013 12:00:00 AM,05/31/2014 12:00:00 AM,Fresno,Not-for-Profit,42433,7055,13455,31374,108852,3854,0,0
2013,206100689,CALIFORNIA HOME FOR THE AGED,06/01/2012 12:00:00 AM,05/31/2013 12:00:00 AM,Fresno,Not-for-Profit,42466,7012,12408,30960,109562,3809,0,0
2012,206100689,CALIFORNIA HOME FOR THE AGED,06/01/2011 12:00:00 AM,05/31/2012 12:00:00 AM,Fresno,Not-for-Profit,41934,6280,12634,28099,107994,3943,0,0
2011,206100689,CALIFORNIA HOME FOR THE AGED,06/01/2010 12:00:00 AM,05/31/2011 12:00:00 AM,Fresno,Not-for-Profit,41314,4792,14990,28113,102462,3915,0,0
2015,206100694,GOLDEN LIVINGCENTER - CLOVIS,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Fresno,Investor Owned,19362,1849,8680,11303,47192,0,0,0
2014,206100694,GOLDEN LIVINGCENTER - CLOVIS,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Fresno,Investor Owned,19358,1912,13248,8210,46816,0,0,0
2013,206100694,GOLDEN LIVINGCENTER - CLOVIS,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Fresno,Investor Owned,18847,1964,12807,7909,45949,0,0,0
2012,206100694,GOLDEN LIVINGCENTER - CLOVIS,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Fresno,Investor Owned,19266,1958,12159,7954,46615,0,0,0
2011,206100694,GOLDEN LIVINGCENTER - CLOVIS,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Fresno,Investor Owned,19645,1907,11105,8434,45943,0,0,0
2015,206100704,GOLDEN LIVINGCENTER - COUNTRY VIEW,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Fresno,Investor Owned,21064,3633,7771,8895,53954,0,0,0
2014,206100704,GOLDEN LIVINGCENTER - COUNTRY VIEW,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Fresno,Investor Owned,21051,3724,11568,6296,54201,0,0,0
2013,206100704,GOLDEN LIVINGCENTER - COUNTRY VIEW,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Fresno,Investor Owned,20897,3349,11630,4981,53018,0,0,0
2012,206100704,GOLDEN LIVINGCENTER - COUNTRY VIEW,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Fresno,Investor Owned,20981,3897,10622,6810,52739,0,0,0
2011,206100704,GOLDEN LIVINGCENTER - COUNTRY VIEW,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Fresno,Investor Owned,20751,3362,9739,7329,50746,0,0,0
2015,206100713,GOLDEN LIVINGCENTER - FOWLER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Fresno,Investor Owned,16889,1890,10957,7361,39029,0,0,0
2014,206100713,GOLDEN LIVINGCENTER - FOWLER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Fresno,Investor Owned,16623,1840,12214,6631,37490,0,0,0
2013,206100713,GOLDEN LIVINGCENTER - FOWLER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Fresno,Investor Owned,15803,1778,11866,6253,36222,0,0,0
2012,206100713,GOLDEN LIVINGCENTER - FOWLER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Fresno,Investor Owned,16775,1766,12812,6273,37944,0,0,0
2011,206100713,GOLDEN LIVINGCENTER - FOWLER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Fresno,Investor Owned,16612,1772,12788,5430,36656,0,0,0
2015,206100715,SIERRA VISTA HEALTHCARE,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Fresno,Investor Owned,32434,2903,20349,26936,86821,0,0,5752
2014,206100715,SIERRA VISTA HEALTHCARE,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Fresno,Investor Owned,31117,1929,19592,25996,90217,0,0,0
2013,206100715,SIERRA VISTA HEALTHCARE,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Fresno,Investor Owned,33034,1994,10819,27750,86073,0,0,6540
2012,206100715,SIERRA VISTA HEALTHCARE,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Fresno,Investor Owned,29220,1866,8642,25920,68217,0,0,2000
2011,206100715,SIERRA VISTA HEALTHCARE,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Fresno,Investor Owned,23585,1946,13850,21050,54289,0,0,1666
2015,206100728,GOLDEN LIVINGCENTER - HILLCREST,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Fresno,Investor Owned,23049,4055,17797,3490,56514,0,0,0
2014,206100728,GOLDEN LIVINGCENTER - HILLCREST,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Fresno,Investor Owned,22986,2070,15253,7256,57216,0,0,0
2013,206100728,GOLDEN LIVINGCENTER - HILLCREST,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Fresno,Investor Owned,22915,2144,15400,6958,56186,0,0,0
2012,206100728,GOLDEN LIVINGCENTER - HILLCREST,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Fresno,Investor Owned,22192,2307,15158,5426,53932,0,0,0
2011,206100728,GOLDEN LIVINGCENTER - HILLCREST,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Fresno,Investor Owned,21679,1951,14932,4504,53432,0,0,0
2015,206100731,GOLDEN LIVING CENTER - HY-LOND,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Fresno,Investor Owned,38320,4816,21933,16271,90114,0,0,0
2014,206100731,GOLDEN LIVING CENTER - HY-LOND,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Fresno,Investor Owned,38427,1802,31027,11231,90064,0,0,0
2013,206100731,GOLDEN LIVING CENTER - HY-LOND,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Fresno,Investor Owned,37311,2028,28836,11818,88418,0,0,0
2012,206100731,GOLDEN LIVING CENTER - HY-LOND,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Fresno,Investor Owned,37622,1909,30901,9604,88606,0,0,0
2011,206100731,GOLDEN LIVING CENTER - HY-LOND,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Fresno,Investor Owned,37586,1654,27612,13056,85911,0,0,0
2015,206100732,OAKWOOD GARDENS CARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Fresno,Investor Owned,34906,2749,13418,29547,83724,0,0,0
2014,206100732,OAKWOOD GARDENS CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Fresno,Investor Owned,35651,2723,12965,28111,82700,0,0,0
2013,206100732,OAKWOOD GARDENS CARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Fresno,Investor Owned,34451,3754,16016,23257,81066,0,0,0
2012,206100732,OAKWOOD GARDENS CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Fresno,Investor Owned,34278,3158,17845,23777,84674,0,0,0
2011,206100732,OAKWOOD GARDENS CARE CENTER,06/07/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Fresno,Investor Owned,18553,2175,5605,15448,45624,0,0,0
2015,206100744,ALICE MANOR CONVALESCENT HOSPITAL,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Fresno,Investor Owned,16425,1914,0,11492,39099,0,0,0
2014,206100744,ALICE MANOR CONVALESCENT HOSPITAL,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Fresno,Investor Owned,16569,2169,0,11303,35176,0,0,0
2013,206100744,ALICE MANOR CONVALESCENT HOSPITAL,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Fresno,Investor Owned,16360,2080,0,10352,40392,0,0,0
2012,206100744,ALICE MANOR CONVALESCENT HOSPITAL,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Fresno,Investor Owned,16554,1750,219,8722,44325,0,0,0
2011,206100744,ALICE MANOR CONVALESCENT HOSPITAL,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Fresno,Investor Owned,16441,2000,0,10256,43789,0,0,1958
2015,206100750,MANNING GARDENS CARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Fresno,Investor Owned,20525,1827,7743,10001,52539,0,0,950
2014,206100750,MANNING GARDENS CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Fresno,Investor Owned,20393,1885,8397,8676,51300,0,0,908
2013,206100750,MANNING GARDENS CARE CENTER,07/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Fresno,Investor Owned,10421,1165,5173,4101,26507,0,0,0
2012,206100750,MANNING GARDENS CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Fresno,Investor Owned,20637,2013,6981,11101,54746,0,0,0
2011,206100750,MANNING GARDENS CARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Fresno,Investor Owned,20760,2101,3133,13130,49092,0,0,0
2014,206100751,GOLDEN CROSS HEALTH CARE OF FRESNO,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Fresno,Investor Owned,27624,1901,2734,24930,71349,0,0,2242
2013,206100751,GOLDEN CROSS HEALTH CARE OF FRESNO,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Fresno,Investor Owned,27440,1891,2395,24118,66477,0,0,1952
2012,206100751,GOLDEN CROSS HEALTH CARE OF FRESNO,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Fresno,Investor Owned,26616,2037,2865,22458,65847,0,0,1426
2011,206100751,GOLDEN CROSS HEALTH CARE OF FRESNO,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Fresno,Investor Owned,26885,1945,2064,22807,70060,0,0,1951
2015,206100772,PACIFIC GARDENS NURSING & REHAB CTR,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Fresno,Investor Owned,57582,2002,28303,40248,139815,0,0,0
2014,206100772,PACIFIC GARDENS NURSING & REHAB CTR,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Fresno,Investor Owned,61752,1965,31201,38734,149009,0,0,0
2013,206100772,PACIFIC GARDENS NURSING & REHAB CTR,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Fresno,Investor Owned,61837,1647,30588,38883,151296,0,0,0
2012,206100772,PACIFIC GARDENS NURSING & REHAB CTR,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Fresno,Investor Owned,62870,1971,29523,42134,149090,0,0,227
2011,206100772,PACIFIC GARDENS NURSING & REHAB CTR,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Fresno,Investor Owned,62069,1786,30232,42811,145612,0,0,0
2015,206100778,PALM VILLAGE RETIREMENT COMMUNITY HEALTH CARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Fresno,Not-for-Profit,41511,13278,29253,46722,132484,0,0,2998
2014,206100778,PALM VILLAGE RETIREMENT COMMUNITY HEALTH CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Fresno,Not-for-Profit,41736,1975,10198,51501,149930,0,0,0
2013,206100778,PALM VILLAGE RETIREMENT COMMUNITY HEALTH CARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Fresno,Not-for-Profit,41524,17922,17279,42954,163999,0,0,2220
2012,206100778,PALM VILLAGE RETIREMENT COMMUNITY HEALTH CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Fresno,Not-for-Profit,41872,2080,17146,30708,152293,0,0,0
2011,206100778,PALM VILLAGE RETIREMENT COMMUNITY HEALTH CARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Fresno,Not-for-Profit,42079,9000,15345,23647,110860,0,0,0
2015,206100780,RAINTREE CONVALESCENT HOSPITAL,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Fresno,Investor Owned,17266,1629,0,15194,40349,0,0,0
2014,206100780,RAINTREE CONVALESCENT HOSPITAL,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Fresno,Investor Owned,17477,3145,0,16712,35503,0,0,0
2013,206100780,RAINTREE CONVALESCENT HOSPITAL,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Fresno,Investor Owned,17478,3020,0,14422,43980,0,0,0
2012,206100780,RAINTREE CONVALESCENT HOSPITAL,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Fresno,Investor Owned,17633,2080,310,14420,41160,0,0,0
2011,206100780,RAINTREE CONVALESCENT HOSPITAL,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Fresno,Investor Owned,17379,2000,257,15237,41755,0,0,1091
2015,206100781,GOLDEN LIVINGCENTER - REEDLEY,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Fresno,Investor Owned,18397,1234,8820,10491,42575,0,0,0
2014,206100781,GOLDEN LIVINGCENTER - REEDLEY,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Fresno,Investor Owned,18387,2395,11682,7566,43273,0,0,0
2013,206100781,GOLDEN LIVINGCENTER - REEDLEY,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Fresno,Investor Owned,18357,1826,13297,5626,42453,0,0,0
2012,206100781,GOLDEN LIVINGCENTER - REEDLEY,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Fresno,Investor Owned,18302,1937,12415,6163,41857,0,0,0
2011,206100781,GOLDEN LIVINGCENTER - REEDLEY,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Fresno,Investor Owned,18455,2688,11647,6749,41772,0,0,0
2015,206100789,THE TERRACES AT SAN JOAQUIN GARDENS HEALTH CARE CENTER,10/01/2014 12:00:00 AM,09/30/2015 12:00:00 AM,Fresno,Not-for-Profit,19060,1473,12153,14443,50988,0,0,0
2014,206100789,THE TERRACES AT SAN JOAQUIN GARDENS HEALTH CARE CENTER,10/01/2013 12:00:00 AM,09/30/2014 12:00:00 AM,Fresno,Not-for-Profit,22178,2786,12691,17846,61931,0,0,0
2013,206100789,THE TERRACES AT SAN JOAQUIN GARDENS HEALTH CARE CENTER,10/01/2012 12:00:00 AM,09/30/2013 12:00:00 AM,Fresno,Not-for-Profit,25945,3185,13246,18941,64243,0,0,0
2012,206100789,THE TERRACES AT SAN JOAQUIN GARDENS HEALTH CARE CENTER,10/01/2011 12:00:00 AM,09/30/2012 12:00:00 AM,Fresno,Not-for-Profit,24521,1713,16302,18071,61815,0,0,0
2011,206100789,THE TERRACES AT SAN JOAQUIN GARDENS HEALTH CARE CENTER,10/01/2010 12:00:00 AM,09/30/2011 12:00:00 AM,Fresno,Not-for-Profit,27606,2149,14934,20017,69706,0,0,0
2015,206100790,GOLDEN LIVINGCENTER - SANGER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Fresno,Investor Owned,33243,2020,18579,18656,74780,0,0,0
2014,206100790,GOLDEN LIVINGCENTER - SANGER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Fresno,Investor Owned,33658,1710,17007,19201,76191,0,0,0
2013,206100790,GOLDEN LIVINGCENTER - SANGER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Fresno,Investor Owned,32930,2257,13897,22644,74246,0,0,0
2012,206100790,GOLDEN LIVINGCENTER - SANGER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Fresno,Investor Owned,33793,3051,14106,24334,75849,0,0,0
2011,206100790,GOLDEN LIVINGCENTER - SANGER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Fresno,Investor Owned,34507,1344,12848,25765,77332,0,0,0
2015,206100792,SELMA CONVALESCENT HOSPITAL,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Fresno,Investor Owned,12134,2157,0,11755,28501,0,0,0
2014,206100792,SELMA CONVALESCENT HOSPITAL,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Fresno,Investor Owned,11339,1802,0,13025,22269,0,0,0
2013,206100792,SELMA CONVALESCENT HOSPITAL,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Fresno,Investor Owned,11603,1626,0,12124,30294,0,0,0
2012,206100792,SELMA CONVALESCENT HOSPITAL,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Fresno,Investor Owned,11749,2000,154,10558,28031,0,0,0
2011,206100792,SELMA CONVALESCENT HOSPITAL,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Fresno,Investor Owned,11741,2000,308,9179,29244,0,0,0
2015,206100799,SIERRA VIEW HOMES,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Fresno,Not-for-Profit,20848,2182,8143,21832,118180,0,0,0
2014,206100799,SIERRA VIEW HOMES,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Fresno,Not-for-Profit,20968,3828,2159,18706,114329,0,0,2053
2013,206100799,SIERRA VIEW HOMES,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Fresno,Not-for-Profit,21060,5815,1196,19557,116993,0,0,1195
2012,206100799,SIERRA VIEW HOMES,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Fresno,Not-for-Profit,21255,2977,1221,24317,100903,0,0,2905
2011,206100799,SIERRA VIEW HOMES,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Fresno,Not-for-Profit,21293,1948,580,15995,67112,0,0,2179
2015,206100800,NORTH POINT HEALTHCARE & WELLNESS CENTRE,10/31/2014 12:00:00 AM,04/30/2015 12:00:00 AM,Fresno,Investor Owned,16886,1040,7278,9910,40979,0,0,0
2014,206100800,NORTH POINT HEALTHCARE & WELLNESS CENTRE,01/01/2014 12:00:00 AM,10/30/2014 12:00:00 AM,Fresno,Investor Owned,27676,1297,13663,15976,66113,0,0,0
2013,206100800,NORTH POINT HEALTHCARE & WELLNESS CENTRE,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Fresno,Investor Owned,30883,1913,16900,17084,72387,0,0,0
2012,206100800,NORTH POINT HEALTHCARE & WELLNESS CENTRE,12/07/2011 12:00:00 AM,12/31/2012 12:00:00 AM,Fresno,Investor Owned,28134,2127,11759,18759,77191,0,0,0
2015,206100806,SUNNYSIDE CONVALESCENT HOSPITAL,02/01/2014 12:00:00 AM,01/31/2015 12:00:00 AM,Fresno,Investor Owned,31854,2080,19608,14938,78022,0,0,0
2014,206100806,SUNNYSIDE CONVALESCENT HOSPITAL,02/01/2013 12:00:00 AM,01/31/2014 12:00:00 AM,Fresno,Investor Owned,30660,2080,21494,15074,76981,0,0,0
2013,206100806,SUNNYSIDE CONVALESCENT HOSPITAL,02/01/2012 12:00:00 AM,01/31/2013 12:00:00 AM,Fresno,Investor Owned,30352,2080,10948,21248,79251,0,0,0
2012,206100806,SUNNYSIDE CONVALESCENT HOSPITAL,02/01/2011 12:00:00 AM,01/31/2012 12:00:00 AM,Fresno,Investor Owned,35188,1535,8636,20027,78727,0,0,0
2011,206100806,SUNNYSIDE CONVALESCENT HOSPITAL,02/01/2010 12:00:00 AM,01/31/2011 12:00:00 AM,Fresno,Investor Owned,31689,1946,0,22474,73703,0,0,9890
2015,206100817,TWILIGHT HAVEN,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Fresno,Not-for-Profit,17707,1066,2978,14550,43582,0,0,53263
2014,206100817,TWILIGHT HAVEN,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Fresno,Not-for-Profit,17864,1485,1017,16253,45889,0,0,4146
2013,206100817,TWILIGHT HAVEN,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Fresno,Not-for-Profit,17811,3157,685,24965,67217,0,0,6139
2012,206100817,TWILIGHT HAVEN,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Fresno,Not-for-Profit,18044,3207,1964,24193,63904,0,0,2790
2011,206100817,TWILIGHT HAVEN,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Fresno,Not-for-Profit,18052,2000,1790,11642,47034,0,0,1895
2015,206100820,VALLEY HEALTH CARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Fresno,Investor Owned,31722,2067,9426,20505,75905,0,0,1941
2014,206100820,VALLEY HEALTH CARE CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Fresno,Investor Owned,32234,2038,12996,18210,78411,0,0,0
2013,206100820,VALLEY HEALTH CARE CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Fresno,Investor Owned,31852,1998,7853,22399,74987,0,0,2452
2012,206100820,VALLEY HEALTH CARE CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Fresno,Investor Owned,31091,2041,6772,22379,74092,0,0,2418
2011,206100820,VALLEY HEALTH CARE CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Fresno,Investor Owned,31424,2992,12442,18045,74325,0,0,2095
2014,206100833,WISH I AH HEALTHCARE & WELLNESS CENTER,07/01/2013 12:00:00 AM,06/30/2014 12:00:00 AM,Fresno,Investor Owned,29232,1801,7849,26778,62805,0,0,1942
2013,206100833,WISH I AH HEALTHCARE & WELLNESS CENTER,07/01/2012 12:00:00 AM,06/30/2013 12:00:00 AM,Fresno,Investor Owned,36243,2875,8656,26809,85224,0,0,2429
2012,206100833,WISH I AH HEALTHCARE & WELLNESS CENTER,07/01/2011 12:00:00 AM,06/30/2012 12:00:00 AM,Fresno,Investor Owned,41917,1551,9685,27155,104802,0,0,3731
2011,206100833,WISH I AH HEALTHCARE & WELLNESS CENTER,07/01/2010 12:00:00 AM,06/30/2011 12:00:00 AM,Fresno,Investor Owned,47167,2365,12243,31650,112753,0,0,4585
2015,206101843,HEALTHCARE CENTRE OF FRESNO,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Fresno,Investor Owned,52312,2064,17367,44770,109781,0,0,9022
2014,206101843,HEALTHCARE CENTRE OF FRESNO,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Fresno,Investor Owned,54213,3044,15664,47269,111700,0,0,7177
2013,206101843,HEALTHCARE CENTRE OF FRESNO,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Fresno,Investor Owned,53193,4624,13809,44874,110613,0,0,6638
2012,206101843,HEALTHCARE CENTRE OF FRESNO,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Fresno,Investor Owned,50872,2044,20268,42190,103982,0,0,5017
2011,206101843,HEALTHCARE CENTRE OF FRESNO,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Fresno,Investor Owned,52222,4006,24892,32098,105773,0,0,5290
2015,206102153,KINGSBURG CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Fresno,Investor Owned,29545,1810,9837,21064,65793,0,0,2172
2014,206102153,KINGSBURG CENTER,01/01/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Fresno,Investor Owned,29843,784,12024,17273,67918,0,0,878
2013,206102153,KINGSBURG CENTER,01/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Fresno,Investor Owned,30074,2555,8661,20897,67720,0,0,3253
2012,206102153,KINGSBURG CENTER,01/01/2012 12:00:00 AM,12/31/2012 12:00:00 AM,Fresno,Investor Owned,30409,2004,9620,19716,68180,0,0,495
2011,206102153,KINGSBURG CENTER,01/01/2011 12:00:00 AM,12/31/2011 12:00:00 AM,Fresno,Investor Owned,30365,1997,9960,19502,69587,0,0,628
2015,206104078,WILLOW CREEK HEALTHCARE CENTER,01/01/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Fresno,Investor Owned,52883,2355,28625,35628,113466,0,0,7378
